student.id,student.fte_mean,student.term_gpa_mean,student.term_gpa_max,student.term_gpa_min,student.term_gpa_last,student.term_gpa_program_mean,student.term_gpa_program_max,student.term_gpa_program_min,student.term_gpa_program_last,student.status_academic_desc_last,student.isGraduated_max,graduation_year_max,student.gender_desc,student.age,student_permAddress.zone_type,student_originSchool.gpa,student_originSchool.isITESM,student.isForeign,student.isFirstGeneration,student_admission_test.score,student_admission_test_disc.dominance_score,student_admission_test_disc.influence_score,student_admission_test_disc.steadiness_score,student_admission_test_disc.conscientiousness_score,student_admission_test_valuesIndex.aesthetic_score,student_admission_test_valuesIndex.economic_score,student_admission_test_valuesIndex.individualistic_score,student_admission_test_valuesIndex.political_score,student_admission_test_valuesIndex.altruistic_score,student_admission_test_valuesIndex.regulatory_score,student_admission_test_valuesIndex.theoretical_score,student.cohort_id,student.isTec21,mainCampus.region_code,program.school_desc,program.major_id
3367,0.6973333333333334,92.83333333333333,98.0,87.6,95.8,91.74666666666667,93.3,90.5,92.3,7,1,2022AD,Male,0,0,98.0,0,1,1,1426,42,53,77,67,20,30,40,71,71,41,80,2017,0,RM,EIC,IID
3368,0.855,89.825,92.5,88.2,89.0,90.75,92.5,90.1,90.1,7,0,-1,Male,1,1,95.0,0,1,1,1508,35,60,63,77,40,49,21,51,78,45,73,2017,0,RO,EN,LIN
3375,1.0133333333333334,84.46666666666667,99.7,0.0,91.6,96.23333333333333,97.9,94.3,94.3,7,1,2018AD,Male,0,1,96.0,0,0,-1,1573,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCS,EN,LAE
3408,0.8491666666666667,84.73333333333333,93.5,72.6,89.2,88.01666666666667,92.8,84.7,85.7,7,1,2021FJ,Male,0,-1,99.0,0,0,-1,1458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RO,EIC,IC
3429,0.9325000000000001,93.23333333333333,99.5,86.7,97.8,91.875,94.0,91.1,92.8,7,1,2022FJ,Male,0,0,100.0,0,0,-1,1433,56,53,53,67,41,49,41,53,66,36,70,2017,0,RM,EIC,IMT
3430,0.7435714285714285,77.10000000000001,96.8,0.0,87.3,91.08571428571429,93.0,89.4,90.9,7,0,-1,Female,1,0,99.0,0,1,-1,1415,56,60,63,46,50,9,33,63,88,55,51,2018,0,RM,EIC,IMT
3433,0.7808333333333334,94.01666666666667,100.0,81.0,95.7,93.91666666666667,94.3,93.6,94.1,7,1,2021AD,Male,0,-1,97.0,0,0,-1,1521,21,81,63,77,56,15,50,23,66,43,96,2017,0,RCMX,EIC,ISD
3461,0.76,94.44999999999999,100.0,87.0,100.0,94.14444444444445,95.3,93.3,94.7,-1,0,-1,Male,0,-1,100.0,0,1,-1,1508,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCMX,EMCS,MC
3467,1.0044444444444445,91.94444444444444,95.5,84.6,94.7,92.33333333333333,93.7,91.0,91.8,7,1,2018AD,Male,0,-1,95.0,0,-1,-1,1490,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RN,EIC,BSI
3471,0.8509090909090911,86.99090909090908,100.0,0.0,96.0,94.02727272727272,95.6,91.9,95.6,7,1,2023FJ,Female,0,2,100.0,0,0,1,1511,67,67,39,53,50,25,26,50,95,43,63,2018,0,RO,EIC,IBT
3477,0.8114285714285714,83.77857142857144,96.7,67.0,96.7,82.80714285714285,84.7,77.0,84.7,7,1,2020AD,Female,0,0,99.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RN,EIC,IMT
3500,0.8415384615384617,83.43846153846154,100.0,0.0,91.0,89.0,90.0,87.8,89.5,7,1,2020FJ,Female,0,2,94.0,0,1,-1,1423,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RM,EIC,IMD
3503,0.8433333333333334,86.69166666666666,98.2,0.0,96.0,92.74166666666667,94.4,90.9,93.6,7,1,2023FJ,Female,1,0,98.19,0,0,1,1533,49,28,77,88,30,46,21,65,66,61,66,2018,0,RM,EN,NEG
3504,0.748,85.72,98.0,62.5,97.0,85.98,88.1,84.4,86.6,7,1,2021AD,Male,0,0,95.0,0,0,-1,1411,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,BMI
3510,0.83375,92.525,100.0,87.3,92.9,92.33125,93.1,91.5,92.4,-1,0,-1,Female,1,0,91.38,1,0,-1,1519,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCMX,EMCS,MC
3518,0.7269230769230769,94.46153846153847,97.3,91.0,95.0,95.01538461538462,96.0,94.2,94.5,7,1,2020FJ,Male,0,-1,94.0,0,0,-1,1565,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCS,EIC,IMT
3534,0.7400000000000001,84.63846153846154,99.0,0.0,92.3,89.75384615384615,91.7,84.4,91.5,7,1,2023FJ,Male,0,1,94.12,0,0,1,1437,42,81,39,77,31,49,36,53,65,33,90,2018,0,RM,EIC,IMT
3552,0.9190909090909091,93.34545454545454,97.9,89.4,97.9,92.81818181818181,93.4,92.2,93.4,7,1,2021AD,Male,0,0,96.0,0,0,-1,1500,67,60,77,32,35,73,81,55,30,15,73,2017,0,RO,EIC,IBN
3554,1.0133333333333334,97.82222222222222,99.2,95.3,98.0,97.51111111111112,97.8,97.0,97.8,7,1,2019AD,Male,0,0,99.0,0,0,-1,1551,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCMX,ECSG,LEF
3563,0.8491666666666667,88.75833333333333,96.0,73.5,94.3,88.69166666666666,91.6,87.3,89.8,7,1,2018AD,Female,0,0,93.0,0,0,-1,1384,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EIC,IIS
3565,0.7742857142857142,94.87857142857142,100.0,88.8,91.2,93.79285714285713,94.8,91.5,94.5,7,0,-1,Female,0,-1,90.5,0,0,1,1512,21,46,88,99,56,75,40,58,40,43,50,2018,0,RCMX,EHE,LCMD
3580,0.954,92.8,97.8,89.3,94.5,91.06,92.3,90.3,92.3,7,1,2020AD,Male,0,0,91.0,0,0,-1,1545,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RN,EIC,IMT
3590,0.85,98.81818181818181,100.0,93.8,99.5,99.03636363636365,99.5,98.7,98.8,7,1,2020AD,Male,0,2,99.0,0,1,-1,1509,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IMT
3593,0.7535714285714287,92.10714285714286,98.8,78.6,80.0,94.83571428571429,97.1,92.0,92.0,7,1,2023FJ,Male,0,0,93.0,0,0,0,1555,17,81,77,77,43,36,38,50,30,63,95,2017,0,RCS,EIC,ING
3619,0.7907692307692307,88.27692307692307,100.0,77.5,98.0,86.10769230769232,87.8,85.1,86.3,7,1,2020AD,Male,0,1,93.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCMX,EIC,IBT
3634,0.7808333333333334,87.50833333333333,98.0,0.0,97.8,95.08333333333333,96.0,94.5,95.2,7,1,2022AD,Male,0,0,97.68,0,0,0,1502,56,60,53,53,46,25,45,61,83,21,70,2018,0,RM,EIC,IFI
3635,0.8430769230769232,95.4923076923077,98.2,90.0,91.0,96.70000000000002,97.7,95.8,95.8,7,0,-1,Female,1,0,100.0,0,1,-1,1400,42,81,63,46,53,22,36,45,78,33,85,2017,0,RM,ECSG,CIS
3641,0.7284615384615385,96.82307692307693,100.0,94.0,97.3,96.35384615384615,96.6,96.0,96.6,7,1,2018AD,Female,0,0,100.0,0,0,-1,1424,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EAAD,LAD
3649,0.7015384615384617,92.8076923076923,99.1,85.4,99.1,88.95384615384616,92.5,84.2,92.5,7,1,2019AD,Female,0,0,96.0,0,0,-1,1445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RO,EN,LAF
3681,0.7215384615384616,95.35384615384615,100.0,89.5,95.2,93.88461538461539,94.8,93.1,94.1,7,1,2018AD,Male,0,0,98.0,0,0,-1,1377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RN,EIC,IMT
3687,0.7175,87.13,100.0,0.0,99.5,89.26,90.7,88.0,90.7,-1,0,-1,Female,0,0,95.75,0,1,-1,1524,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EMCS,MC
3696,0.8083333333333332,92.91666666666667,100.0,83.0,100.0,90.25,93.2,87.4,93.2,7,1,2020AD,Female,0,0,100.0,0,0,-1,1401,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IIS
3700,0.8430769230769232,88.93076923076923,94.0,79.3,92.0,86.93846153846154,90.0,83.8,88.2,7,1,2020FJ,Male,0,-1,99.0,0,0,-1,1402,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RO,EIC,IIS
3705,0.7476470588235294,85.45882352941176,100.0,65.0,87.0,87.88235294117646,90.2,85.6,85.6,7,1,2020FJ,Male,0,0,95.0,0,0,-1,1422,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EAAD,ARQ
3708,0.7146666666666667,91.71333333333334,100.0,70.0,97.2,88.96000000000001,91.8,87.0,91.8,7,1,2022FJ,Female,0,0,94.94,0,0,-1,1565,56,60,39,77,41,36,30,63,71,36,76,2017,0,RO,EIC,ITE
3721,0.7828571428571429,80.02142857142857,99.5,0.0,99.0,91.07142857142857,93.3,89.4,92.5,7,1,2022FJ,Female,0,0,95.81,0,0,-1,1560,56,81,53,39,33,1,38,58,88,48,81,2017,0,RO,EIC,IMD
3722,0.7522222222222222,83.99444444444445,96.0,0.0,90.0,87.19444444444444,89.7,85.8,88.8,-1,1,2020MJ,Male,0,0,96.0,0,0,-1,1369,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EMCS,MC
3736,0.6900000000000001,97.14615384615385,100.0,91.3,100.0,95.89230769230768,97.2,95.1,96.1,7,1,2022FJ,Male,0,1,98.0,0,1,-1,1466,49,81,53,46,26,34,50,46,76,50,71,2017,0,RCMX,ECSG,LED
3764,0.6788235294117647,80.39411764705882,95.7,0.0,84.0,89.61764705882354,95.7,87.6,87.6,7,1,2021AD,Male,0,0,98.0,0,0,-1,1458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RN,EIC,IMT
3774,0.7413333333333334,88.22,100.0,0.0,92.5,93.68666666666667,95.1,87.1,93.8,7,1,2023FJ,Female,0,1,95.0,0,0,1,1456,25,46,88,88,81,19,33,38,76,46,56,2018,0,RCS,EAAD,ARQ
3778,0.7407692307692307,92.5923076923077,100.0,80.0,88.5,92.89230769230768,94.4,91.3,91.3,7,1,2021AD,Male,2,1,97.2,0,1,0,1506,67,67,17,88,25,50,35,76,48,56,66,2017,0,RCMX,ECSG,LED
3792,0.7461538461538463,94.76153846153846,100.0,87.5,96.5,93.63846153846154,95.0,91.7,95.0,7,1,2020AD,Female,0,0,97.0,0,0,-1,1480,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCMX,EIC,IIS
3795,0.7322222222222222,86.54444444444444,99.5,0.0,99.5,90.38333333333334,91.9,88.2,91.4,-1,1,2023MJ,Male,0,0,91.0,0,1,1,1511,67,46,53,67,26,68,26,56,66,30,86,2017,0,RM,EMCS,MC
3808,0.9758333333333334,88.03333333333335,95.7,80.0,92.3,89.55833333333334,95.7,87.8,89.2,7,1,2021FJ,Male,0,0,96.49,0,0,-1,1412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EIC,IMT
3811,0.911818181818182,73.94545454545454,94.7,0.0,94.7,89.0,90.0,87.0,89.8,7,1,2018AD,Male,0,-1,91.0,0,1,-1,1440,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EN,LMC
3813,0.8083333333333335,95.56666666666666,100.0,90.6,98.2,94.03333333333335,94.9,92.2,94.9,7,1,2020AD,Male,1,0,96.0,0,1,-1,1445,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EIC,ISD
3818,0.7846153846153846,95.33846153846154,100.0,88.2,97.4,94.3076923076923,94.9,93.5,94.9,7,1,2021FJ,Female,0,0,94.2,0,0,-1,1433,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EN,LMC
3824,0.7658333333333335,92.48333333333333,98.0,85.0,96.5,91.80833333333334,93.2,90.6,92.4,7,1,2019AD,Male,0,0,90.0,0,1,-1,1465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCMX,EIC,IMT
3836,1.08,97.4,97.4,97.4,97.4,97.4,97.4,97.4,97.4,7,0,-1,Male,0,1,96.0,0,0,0,1405,56,67,39,67,45,31,60,51,70,56,40,2018,0,RCS,EN,LCPF
3842,0.7757142857142857,83.90714285714286,98.0,69.8,83.5,83.87142857142858,89.4,81.7,83.4,7,1,2020FJ,Male,0,-1,96.25,0,-1,-1,1409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RM,EIC,IMT
3851,0.9191666666666668,90.39999999999999,97.5,52.0,94.6,90.71666666666668,92.9,86.9,92.9,7,1,2021FJ,Female,0,0,100.0,0,1,-1,1529,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IBT
3862,0.735625,88.06875,95.5,69.5,95.5,86.1375,88.9,82.7,88.9,7,1,2020AD,Male,0,-1,98.0,0,-1,-1,1405,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RN,EIC,IMT
3912,0.8016666666666667,95.56666666666666,99.0,91.4,93.7,95.34166666666665,96.2,93.6,95.2,7,1,2022AD,Male,1,-1,96.2,0,0,0,1452,49,81,53,46,36,19,61,43,60,38,93,2018,0,RCMX,EIC,ITC
3941,1.032,70.06,88.8,0.0,0.0,88.36,88.8,87.8,88.2,-1,0,-1,Female,0,0,97.0,0,0,-1,1381,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EIC,IIS
3946,0.8600000000000001,92.43636363636364,100.0,71.2,95.9,88.36363636363636,92.7,80.8,92.7,7,1,2022AD,Female,0,0,97.8,0,0,-1,1467,49,60,63,53,51,34,60,68,38,46,56,2018,0,RCMX,EN,LIN
3973,0.911818181818182,77.4090909090909,100.0,0.0,100.0,93.31818181818181,93.5,92.8,93.5,7,1,2020AD,Male,0,0,95.21,1,0,-1,1549,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCS,EIC,IMT
3989,0.8385714285714286,82.27857142857144,98.0,59.2,90.5,83.71428571428571,86.3,81.3,83.2,7,1,2020FJ,Male,1,-1,94.0,0,1,-1,1448,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EIC,IID
3993,0.7828571428571429,94.12857142857142,98.8,89.2,98.8,92.75,93.5,90.6,93.5,7,0,2023JJ,Female,0,1,99.0,0,0,1,1416,42,81,63,46,40,1,35,55,88,81,48,2018,0,RCMX,ECSG,LED
3997,0.7050000000000001,87.0,97.0,77.0,97.0,87.0,97.0,77.0,97.0,7,0,-1,Female,0,1,99.31,0,0,0,1435,67,53,63,46,41,6,33,66,93,45,65,2018,0,RO,EMCS,MC
4000,0.859090909090909,89.83636363636364,97.0,84.5,93.3,87.8,89.7,87.0,89.0,7,1,2022FJ,Female,0,0,95.22,0,1,-1,1539,42,99,53,46,38,40,36,46,88,28,78,2017,0,RCMX,ECSG,LEF
4004,0.7693333333333333,84.43333333333334,96.5,70.0,79.9,85.01333333333334,87.5,83.0,85.0,7,1,2021FJ,Female,1,0,97.0,0,1,-1,1409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EIC,IMD
4014,0.92,91.39999999999999,97.0,86.2,90.0,90.28181818181818,91.8,86.5,91.6,7,1,2019JM,Male,1,0,99.0,0,0,-1,1377,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RN,EIC,IMT
4018,0.8518181818181819,97.5,100.0,94.0,94.0,97.8,98.9,97.3,97.5,7,1,2021FJ,Female,0,-1,99.0,0,0,-1,1523,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EN,LMC
4024,0.7178571428571429,81.49285714285715,100.0,0.0,97.9,92.93571428571428,94.3,91.4,94.3,7,1,2023FJ,Female,0,1,100.0,0,0,-1,1500,67,81,46,39,50,6,46,51,80,33,83,2018,0,RCS,EIC,IMT
4025,0.6275000000000001,93.2875,100.0,88.0,92.0,92.90625,94.7,92.1,92.9,7,1,2022FJ,Male,0,0,93.0,0,0,0,1512,56,99,53,32,36,18,38,70,63,38,88,2017,0,RN,EIC,ING
4051,0.8300000000000001,97.825,100.0,96.8,100.0,97.11666666666667,97.4,96.9,97.4,7,1,2020FJ,Female,0,0,98.0,0,0,-1,1472,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RN,EN,LAF
4053,0.6935714285714286,94.35714285714286,100.0,85.0,95.6,93.44285714285715,94.3,92.0,94.3,7,1,2022AD,Female,0,0,97.2,0,0,1,1501,49,81,46,53,53,19,45,35,93,48,58,2018,0,RCMX,EIC,IMT
4054,0.8592307692307692,95.35384615384615,100.0,91.7,99.3,94.12307692307692,95.2,92.4,95.2,7,1,2020FJ,Male,0,-1,100.0,0,0,-1,1466,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EN,LMC
4055,0.8300000000000001,92.63846153846154,100.0,86.6,94.3,91.46923076923076,92.7,90.7,91.3,7,1,2020AD,Male,0,-1,97.93,0,1,-1,1432,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RM,EHE,LCMD
4070,0.7892857142857144,91.56428571428572,99.5,83.7,95.8,90.53571428571429,92.3,89.4,90.7,7,1,2021FJ,Female,0,0,98.0,0,0,-1,1442,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RN,EIC,IMT
4074,0.8475,85.97500000000001,100.0,0.0,0.0,90.73333333333333,92.7,88.8,92.7,7,0,-1,Male,0,0,91.0,0,1,0,1547,56,46,53,77,28,61,26,61,61,30,91,2018,0,RCS,EIC,ISD
4080,0.794375,83.75625,91.3,70.0,91.3,84.68125,86.4,80.7,85.2,-1,1,2022AJ,Male,1,0,96.0,0,1,-1,1494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EAAD,LAD
4087,0.890909090909091,90.15454545454546,95.0,80.7,92.6,88.62727272727273,90.3,85.8,89.8,7,1,2019JM,Male,1,0,96.0,0,0,-1,1512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EN,LAE
4088,0.9440000000000002,92.78999999999999,98.0,86.9,90.7,92.07000000000001,94.4,90.6,92.3,7,1,2018AD,Female,0,1,91.76,1,0,-1,1390,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCS,EIC,IMT
4093,0.7292857142857143,94.52857142857144,99.0,87.0,96.7,93.25,94.8,90.7,94.8,7,1,2021AD,Female,0,1,95.0,0,0,-1,1495,81,67,53,32,45,34,75,83,36,40,41,2017,0,RCMX,EHE,LCMD
4098,0.7969230769230768,95.85384615384615,98.0,91.7,97.2,95.94615384615385,96.8,95.4,95.6,7,1,2021AD,Female,0,0,98.4,0,0,1,1511,49,53,63,67,38,62,30,50,61,35,83,2017,0,RCMX,EIC,IIS
4100,0.8963636363636364,91.68181818181819,98.0,82.7,93.9,89.78181818181818,90.8,88.4,90.8,7,1,2018AD,Male,0,0,98.0,0,0,-1,1561,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EIC,IIS
4102,0.7585714285714287,87.22857142857143,100.0,0.0,96.5,94.85000000000001,97.3,76.6,94.3,7,1,2022AD,Male,0,0,98.0,0,1,0,1509,35,60,63,77,71,7,53,36,71,38,71,2017,0,RCS,EAAD,ARQ
4104,0.8135714285714286,92.52857142857144,98.0,81.5,91.1,90.79285714285713,93.7,88.5,91.4,7,1,2021FJ,Male,0,0,94.96,0,0,-1,1409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EIC,IIS
4115,0.7475,95.64999999999999,100.0,88.0,96.0,95.66666666666667,97.3,94.4,95.6,7,1,2023FJ,Male,0,0,96.66,0,1,0,1544,35,67,53,77,61,22,51,55,70,36,56,2018,0,RM,EIC,IID
4129,0.8063636363636365,92.53636363636363,98.0,89.1,98.0,91.7090909090909,92.7,90.9,92.2,7,1,2020FJ,Female,0,-1,94.0,0,-1,-1,1493,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RO,EIC,IMT
4144,0.97,94.63,100.0,89.6,96.7,93.59,94.4,92.8,94.1,7,1,2021AD,Male,0,0,100.0,0,0,-1,1512,25,81,46,88,41,67,43,46,48,31,83,2017,0,RO,EIC,IIS
4146,0.8216666666666667,91.85833333333333,95.5,83.3,94.0,93.10833333333333,95.1,91.5,92.0,7,1,2020AD,Male,0,-1,93.0,0,-1,-1,1500,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RO,EIC,IIS
4172,0.8225000000000001,90.95833333333333,97.7,83.8,97.7,90.48333333333333,91.6,89.3,90.5,7,1,2021FJ,Female,0,-1,99.0,0,-1,-1,1413,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RO,EIC,IIS
4181,0.7878571428571429,93.63571428571429,100.0,81.7,98.1,89.17857142857143,92.3,84.3,92.3,7,1,2020AD,Female,0,1,96.0,0,0,-1,1506,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IIS
4182,0.7811764705882354,82.80588235294118,97.0,0.0,93.0,87.34117647058824,90.2,85.5,88.4,7,1,2022FJ,Female,0,0,95.8,0,0,-1,1409,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EIC,IIS
4194,0.9530000000000001,98.05,100.0,96.0,99.4,97.86,98.3,97.6,97.8,7,1,2021AD,Female,0,0,99.0,0,1,0,1485,81,39,53,67,20,50,11,65,68,55,88,2017,0,RN,EIC,IMT
4195,0.7263157894736842,87.49473684210527,100.0,79.2,90.9,86.00526315789473,87.8,83.5,87.8,-1,1,2020MJ,Male,0,0,96.0,0,1,-1,1496,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EMCS,MC
4199,0.8424999999999999,88.31666666666666,98.0,81.5,81.6,88.85833333333333,90.1,87.5,87.5,7,1,2018AD,Female,0,0,97.0,0,0,-1,1387,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RO,EIC,IBT
4207,0.7838461538461539,96.24615384615385,100.0,91.5,91.5,95.25384615384615,96.1,94.0,95.6,7,1,2019JM,Female,0,0,98.41,0,0,-1,1393,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EN,LMC
4222,0.8166666666666668,94.69166666666666,100.0,90.8,96.3,92.95,94.0,91.7,94.0,7,1,2021AD,Male,0,-1,99.0,0,0,-1,1495,35,46,88,77,35,19,26,70,50,53,98,2017,0,RO,EIC,IMT
4242,0.7853846153846155,88.33846153846154,100.0,0.0,95.0,93.76923076923077,94.8,92.6,94.8,7,0,-1,Female,0,1,95.0,0,0,1,1456,67,21,53,99,70,6,58,36,81,36,61,2018,0,RCS,EAAD,ARQ
4247,0.9322222222222223,92.58888888888889,96.2,85.0,95.7,92.3111111111111,93.0,91.5,93.0,7,1,2021FJ,Male,1,0,91.0,0,0,-1,1406,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCMX,EN,LIN
4248,0.7414285714285714,82.85000000000001,100.0,0.0,98.4,96.20714285714287,97.7,95.4,96.2,7,1,2020FJ,Male,0,0,96.24,1,0,-1,1525,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RO,EIC,BMI
4252,0.8125,84.225,90.1,78.3,78.3,87.125,90.1,84.4,84.4,7,0,-1,Female,0,1,92.0,0,0,-1,1455,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RCMX,EIC,IBT
4253,0.8615384615384615,95.26153846153846,100.0,85.0,99.0,93.4923076923077,95.6,92.0,95.6,7,1,2021FJ,Female,0,-1,99.0,0,0,-1,1494,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RO,EIC,IIS
4256,0.8433333333333334,94.14166666666667,100.0,87.6,97.5,91.86666666666667,93.8,90.3,93.8,7,1,2023FJ,Female,1,-1,96.0,0,0,1,1544,67,81,46,39,35,77,36,80,55,35,45,2018,0,RO,EN,NEG
4265,0.8509090909090908,96.45454545454545,100.0,92.5,99.0,95.68181818181819,96.9,94.8,96.3,7,1,2020AD,Male,0,0,100.0,0,1,-1,1532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RCS,EIC,IMT
4275,0.8849999999999999,89.38333333333333,96.5,77.6,94.3,89.21666666666665,90.4,87.3,89.0,7,1,2022FJ,Male,0,0,96.0,0,0,0,1491,49,46,63,77,28,68,28,50,66,41,78,2017,0,RO,EIC,ITC
4290,0.895,80.375,90.0,76.7,76.7,84.35,90.0,80.5,80.5,7,0,-1,Female,0,0,98.0,0,0,1,1491,67,46,46,77,41,30,38,53,76,33,81,2017,0,RN,EIC,ING
4306,0.8590909090909092,94.62727272727274,98.7,88.4,95.5,93.33636363636364,94.2,92.7,94.2,7,1,2021FJ,Female,0,0,98.0,0,1,-1,1458,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2016,0,RM,EIC,IBT
4316,0.765,93.99285714285715,100.0,88.7,96.2,93.19285714285715,94.4,92.5,93.4,7,1,2019AD,Female,0,-1,95.0,0,0,-1,1468,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RM,EIC,IFI
4320,0.67,80.98,98.0,0.0,97.2,91.1,92.9,88.9,92.7,7,1,2022FJ,Female,0,0,98.0,0,0,-1,1443,99,60,46,39,38,24,50,45,86,38,71,2017,0,RN,EIC,IFI
4322,0.6666666666666666,95.18,100.0,81.8,100.0,91.03999999999999,93.3,86.6,93.3,7,0,-1,Female,0,0,98.0,0,0,1,1403,49,60,46,77,26,34,43,48,88,41,73,2018,0,RM,EIC,IID
4323,0.9500000000000001,84.36363636363636,93.2,75.0,93.2,82.5,85.0,80.7,85.0,7,0,-1,Male,0,0,90.0,0,0,1,1502,56,60,46,67,45,34,18,48,88,41,80,2017,0,RCMX,EIC,BMI
4347,0.8508333333333334,95.72500000000001,100.0,93.3,97.0,95.05,95.5,94.2,95.5,7,1,2022FJ,Female,0,0,98.0,0,0,-1,1436,49,81,32,77,48,13,48,46,76,26,91,2017,0,RO,EIC,ING
4350,0.9109090909090909,97.15454545454546,100.0,92.4,98.8,95.22727272727273,96.7,91.3,96.7,7,1,2019AD,Male,0,0,99.0,0,0,-1,1505,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2015,0,RCS,EIC,IMT
4352,0.8850000000000001,95.02499999999999,100.0,89.3,97.4,93.09166666666665,94.7,91.2,94.7,7,1,2019JM,Female,0,0,99.0,0,0,-1,1421,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2014,0,RN,EIC,IBT
